pkSeqID,stime,flgs,proto,saddr,sport,daddr,dport,pkts,bytes,state,ltime,seq,dur,mean,stddev,smac,dmac,sum,min,max,soui,doui,sco,dco,spkts,dpkts,sbytes,dbytes,rate,srate,drate,attack,category,subcategory
1497043,1526876669,e,udp,192.168.100.149,42802,8.8.8.8,53,2,340,CON,1526876669,31165,0.180571,0.180571,0,,,0.180571,0.180571,0.180571,,,,,1,1,81,259,5.537988,0,0,0,Normal,Normal
1483897,1526876413,e,udp,192.168.100.7,50818,192.168.159.152,53,2,172,INT,1526876419,17797,5.042701,0,0,,,0,0,0,,,,,2,0,172,0,0.198306,0.198306,0,0,Normal,Normal
48897817,1528097285,e s,tcp,192.168.100.150,57887,192.168.100.6,80,5,676,RST,1528097338,166003,52.510731,0.008788,0.015222,,,0.035154,0,0.035154,,,,,4,1,616,60,0.076175,0.057131,0,1,DDoS,TCP
1665822,1526962923,e,udp,192.168.100.147,41220,8.8.8.8,53,2,203,CON,1526962923,19729,0.007963,0.007963,0,,,0.007963,0.007963,0.007963,,,,,1,1,64,139,125.580811,0,0,0,Normal,Normal
1105361,1526952392,e,udp,192.168.100.4,5353,224.0.0.251,5353,1,183,INT,1526952392,649,0,0,0,,,0,0,0,,,,,1,0,183,0,0,0,0,0,Normal,Normal
43242781,1528096617,e,udp,192.168.100.7,365,192.168.100.3,565,966,57960,INT,1528096639,101,22.451998,4.469842,1.035892,,,22.349213,2.398166,4.99993,,,,,966,0,57960,0,42.980583,42.980583,0,0,Normal,Normal
1774968,1526981175,e,udp,192.168.100.7,53542,192.168.159.152,53,2,176,INT,1526981180,38144,5.048044,0,0,,,0,0,0,,,,,2,0,176,0,0.198097,0.198097,0,0,Normal,Normal
23767036,1528086050,e,udp,192.168.100.148,42354,192.168.100.7,80,5,300,INT,1528086068,152939,17.803673,2.879977,2.045438,,,8.639931,0,4.554535,,,,,5,0,300,0,0.224673,0.224673,0,1,DoS,UDP
1128109,1526961632,e,udp,192.168.100.3,26801,205.251.195.38,53,2,468,CON,1526961633,2665,0.235937,0.235937,0,,,0.235937,0.235937,0.235937,,,,,1,1,91,377,4.23842,0,0,0,Normal,Normal
451226,1526884884,e,udp,192.168.100.147,54175,129.250.35.251,123,2,180,CON,1526884884,4695,0.007275,0.007275,0,,,0.007275,0.007275,0.007275,,,,,1,1,90,90,137.457047,0,0,0,Normal,Normal
149212,1526879748,e,udp,192.168.100.150,53563,8.8.8.8,53,2,172,CON,1526879748,8248,0.007616,0.007616,0,,,0.007616,0.007616,0.007616,,,,,1,1,86,86,131.302521,0,0,0,Normal,Normal
1116827,1526957400,e,udp,192.168.100.3,48626,43.230.48.1,53,2,981,CON,1526957400,114,0.165168,0.165168,0,,,0.165168,0.165168,0.165168,,,,,1,1,94,887,6.054441,0,0,0,Normal,Normal
40909813,1528096369,e s,tcp,192.168.100.150,56636,192.168.100.3,80,3,462,REQ,1528096376,23701,7.762356,2.011706,2.011706,,,4.023412,0,4.023412,,,,,3,0,462,0,0.257654,0.257654,0,1,DDoS,TCP
1719092,1526963949,e,udp,192.168.100.7,54750,192.168.159.152,53,2,176,INT,1526963954,18020,5.038694,0,0,,,0,0,0,,,,,2,0,176,0,0.198464,0.198464,0,0,Normal,Normal
794189,1526905371,e,arp,192.168.100.147,,192.168.100.1,,2,120,CON,1526905371,605,0.000179,0.000179,0,,,0.000179,0.000179,0.000179,,,,,1,1,60,60,5586.592285,0,0,0,Normal,Normal
94326,1526351818,e,udp,192.168.100.3,9711,156.154.100.3,53,2,981,CON,1526351818,3711,0.012329,0.012329,0,,,0.012329,0.012329,0.012329,,,,,1,1,94,887,81.109581,0,0,0,Normal,Normal
1678698,1526963034,e,udp,192.168.100.3,60781,192.42.93.30,53,2,891,CON,1526963034,32730,0.164879,0.164879,0,,,0.164879,0.164879,0.164879,,,,,1,1,85,806,6.065054,0,0,0,Normal,Normal
25932662,1528086306,e,tcp,192.168.100.46,80,192.168.100.5,80,2961,2771895,CON,1528086343,580,37.059288,4.621675,0.979113,,,36.9734,2.031195,4.995452,,,,,2961,0,2771895,0,79.872017,79.872017,0,0,Normal,Normal
37909814,1528096040,e s,tcp,192.168.100.149,51163,192.168.100.3,80,7,890,RST,1528096059,169596,19.657709,3.049181,2.016542,,,9.147544,0.199844,4.576894,,,,,6,1,830,60,0.305224,0.254353,0,1,DDoS,TCP
772339,1526899023,e,udp,192.168.100.150,39629,224.0.0.251,5353,1,88,INT,1526899023,273027,0,0,0,,,0,0,0,,,,,1,0,88,0,0,0,0,0,Normal,Normal
18689384,1528085468,e,udp,192.168.100.149,20679,192.168.100.5,80,6,360,INT,1528085506,56138,38.595669,0,0,,,0,0,0,,,,,6,0,360,0,0.129548,0.129548,0,1,DoS,UDP
39053808,1528096172,e &,tcp,192.168.100.55,8080,192.168.100.3,80,1143,1108613,CON,1528096202,2799,29.875944,4.940681,0.083072,,,29.644089,4.761093,4.997792,,,,,569,574,563308,545305,38.224735,19.011951,19.17931,0,Normal,Normal
9778511,1528082982,e,udp,192.168.100.46,80,192.168.100.5,80,4460,4280992,INT,1528083038,203,55.776237,4.63057,1.191511,,,55.566841,0.67886,4.999688,,,,,4460,0,4280992,0,79.944435,79.944435,0,0,Normal,Normal
1810750,1526982185,e,udp,192.168.100.7,60733,192.168.159.152,53,2,176,INT,1526982190,18073,5.04794,0,0,,,0,0,0,,,,,2,0,176,0,0.198101,0.198101,0,0,Normal,Normal
114807,1526354176,e,udp,192.168.100.7,56777,192.168.159.152,53,2,176,INT,1526354181,12283,5.045677,0,0,,,0,0,0,,,,,2,0,176,0,0.198189,0.198189,0,0,Normal,Normal
10029571,1528083006,e s,tcp,192.168.100.148,27585,192.168.100.5,80,2,308,REQ,1528083026,251263,19.833364,0,0,,,0,0,0,,,,,2,0,308,0,0.05042,0.05042,0,1,DoS,TCP
1827844,1526982346,e,udp,192.168.100.7,47982,192.168.159.152,53,2,176,INT,1526982351,35332,5.039084,0,0,,,0,0,0,,,,,2,0,176,0,0.198449,0.198449,0,0,Normal,Normal
93687,1526351728,e,arp,192.168.100.27,,192.168.100.1,,6,360,CON,1526352532,3060,804.353699,9.30E-05,2.20E-05,,,0.000278,6.80E-05,0.000122,,,,,3,3,180,180,0.006216,0.002486,0.002486,0,Normal,Normal
23530632,1528086010,e,udp,192.168.100.150,60635,192.168.100.5,80,8,480,INT,1528086047,178698,37.955021,2.898837,2.369955,,,14.494183,0,4.991826,,,,,8,0,480,0,0.184429,0.184429,0,1,DoS,UDP
1555016,1526878224,e,udp,192.168.100.7,40006,192.168.159.152,53,2,176,INT,1526878229,36322,5.048267,0,0,,,0,0,0,,,,,2,0,176,0,0.198088,0.198088,0,0,Normal,Normal
27940950,1528086535,e,udp,192.168.100.149,64997,192.168.100.7,80,7,420,INT,1528086562,173720,27.087126,3.366518,1.946033,,,13.466074,0,4.637765,,,,,7,0,420,0,0.221507,0.221507,0,1,DoS,UDP
126772,1526355093,e,udp,192.168.100.7,365,192.168.100.3,565,11448,686880,INT,1526356052,7,958.61676,4.929972,0.032957,,,941.624573,4.903705,4.999978,,,,,11448,0,686880,0,11.941164,11.941164,0,0,Normal,Normal
1519370,1526877346,e,udp,192.168.100.7,54190,192.168.159.152,53,2,176,INT,1526877351,254,5.047994,0,0,,,0,0,0,,,,,2,0,176,0,0.198098,0.198098,0,0,Normal,Normal
1792630,1526981502,e,udp,192.168.100.7,56055,192.168.159.152,53,4,352,INT,1526981952,56007,449.75885,0,0,,,0,0,0,,,,,4,0,352,0,0.00667,0.00667,0,0,Normal,Normal
1295165,1526967371,e,tcp,192.168.100.148,50428,192.168.100.3,31923,2,120,RST,1526967371,151390,0.051012,0.051012,0,,,0.051012,0.051012,0.051012,,,,,1,1,60,60,19.603231,0,0,1,Reconnaissance,Service_Scan
1111443,1526955173,e,udp,192.168.100.3,38743,192.12.94.30,53,2,936,CON,1526955173,4083,0.166236,0.166236,0,,,0.166236,0.166236,0.166236,,,,,1,1,91,845,6.015544,0,0,0,Normal,Normal
1553555,1526877944,e,udp,192.168.100.147,45127,8.8.8.8,53,2,172,CON,1526877944,34802,0.007414,0.007414,0,,,0.007414,0.007414,0.007414,,,,,1,1,86,86,134.879959,0,0,0,Normal,Normal
1128130,1526961634,e,udp,192.168.100.3,42814,205.251.192.99,53,2,558,CON,1526961634,2686,0.244832,0.244832,0,,,0.244832,0.244832,0.244832,,,,,1,1,155,403,4.084434,0,0,0,Normal,Normal
3698411,1528081683,e s,tcp,192.168.100.147,59563,192.168.100.7,80,5,770,REQ,1528081727,3292,43.948189,2.85363,2.057559,,,8.560891,0,4.773313,,,,,5,0,770,0,0.091016,0.091016,0,1,DoS,TCP
1646178,1526896433,e,udp,192.168.100.150,35670,144.48.166.166,123,2,180,CON,1526896433,36233,0.016316,0.016316,0,,,0.016316,0.016316,0.016316,,,,,1,1,90,90,61.289532,0,0,0,Normal,Normal
811354,1526948154,e    F,udp,192.168.100.3,45579,199.19.54.1,53,3,1775,CON,1526948154,8415,0.156528,0.156528,0,,,0.156528,0.156528,0.156528,,,,,1,2,74,1701,12.777267,0,6.388634,0,Normal,Normal
39838033,1528096260,e,udp,192.168.100.46,3456,192.168.100.5,80,961,919732,CON,1528096288,548,28.200291,4.59019,0.770772,,,27.541142,2.869168,4.979084,,,,,481,480,463889,455843,34.042202,17.021101,16.98564,0,Normal,Normal
1104931,1526952249,e,udp,192.168.100.148,37323,144.48.166.166,123,2,180,CON,1526952249,187,0.016237,0.016237,0,,,0.016237,0.016237,0.016237,,,,,1,1,90,90,61.58773,0,0,0,Normal,Normal
7909814,1528082578,e g,tcp,192.168.100.149,43628,192.168.100.3,80,9,822,RST,1528082627,162747,48.856895,0.134566,0.024391,,,0.403697,0.101269,0.159016,,,,,6,3,642,180,0.163744,0.10234,0.040936,1,DoS,TCP
96183,1526352072,e,udp,192.168.100.3,9505,213.248.216.1,53,2,981,CON,1526352073,5646,0.228521,0.228521,0,,,0.228521,0.228521,0.228521,,,,,1,1,94,887,4.375966,0,0,0,Normal,Normal
6284987,1528082215,e g,tcp,192.168.100.149,46135,192.168.100.3,80,9,822,RST,1528082265,110885,50.410645,0.159881,0.013433,,,0.479642,0.142265,0.174848,,,,,6,3,642,180,0.158697,0.099185,0.039674,1,DoS,TCP
1810443,1526981946,e,udp,192.168.100.7,44778,192.168.159.152,53,2,176,INT,1526981951,17717,5.045873,0,0,,,0,0,0,,,,,2,0,176,0,0.198182,0.198182,0,0,Normal,Normal
44344464,1528096715,e,tcp,192.168.100.3,41307,52.64.239.193,8883,20,9755,CON,1528096740,53144,25.01787,2.90767,1.180275,,,14.53835,1.767259,4.99476,,,,,10,10,9095,660,0.759457,0.359743,0.359743,0,Normal,Normal
1124685,1526960385,e,arp,192.168.100.27,,192.168.100.1,,2,120,CON,1526960385,4137,0.00015,0.00015,0,,,0.00015,0.00015,0.00015,,,,,1,1,60,60,6666.666504,0,0,0,Normal,Normal
56909814,1528099477,e,udp,192.168.100.147,17608,192.168.100.3,80,12,720,INT,1528099491,145658,13.756626,3.757897,0.023049,,,11.273692,3.728357,3.784639,,,,,12,0,720,0,0.799615,0.799615,0,1,DDoS,UDP
1438682,1526967602,e,udp,192.168.100.149,45897,192.168.217.2,53,2,172,INT,1526967605,295029,2.499858,0,0,,,0,0,0,,,,,2,0,172,0,0.400023,0.400023,0,0,Normal,Normal
1665802,1526962862,e,udp,192.168.100.147,60076,8.8.8.8,53,2,203,CON,1526962862,19692,0.008125,0.008125,0,,,0.008125,0.008125,0.008125,,,,,1,1,64,139,123.076927,0,0,0,Normal,Normal
50271789,1528097635,e,tcp,192.168.100.149,4908,192.168.100.6,80,1,154,REQ,1528097635,229168,0,0,0,,,0,0,0,,,,,1,0,154,0,0,0,0,1,DDoS,TCP
1683213,1526963108,e,udp,192.168.100.7,51670,192.168.159.152,53,2,176,INT,1526963113,37304,5.047362,0,0,,,0,0,0,,,,,2,0,176,0,0.198123,0.198123,0,0,Normal,Normal
23355926,1528086007,e,tcp,192.168.100.6,80,192.168.100.3,80,1039,307544,CON,1528086048,3992,41.224609,4.547751,1.18961,,,40.92976,1.183031,4.972249,,,,,1039,0,307544,0,25.179134,25.179134,0,0,Normal,Normal
1829070,1529381212,e,udp,192.168.100.3,61874,192.33.14.30,53,2,936,CON,1529381212,787,0.011389,0.011389,0,,,0.011389,0.011389,0.011389,,,,,1,1,91,845,87.804016,0,0,0,Normal,Normal
1116829,1526957400,e,udp,192.168.100.3,36817,205.251.192.23,53,2,467,CON,1526957400,116,0.248506,0.248506,0,,,0.248506,0.248506,0.248506,,,,,1,1,91,376,4.024048,0,0,0,Normal,Normal
51832981,1528097817,e s,tcp,192.168.100.147,39752,192.168.100.7,80,5,770,REQ,1528097834,49865,17.021341,1.926884,1.371012,,,5.780652,0,3.077006,,,,,5,0,770,0,0.234999,0.234999,0,1,DDoS,TCP
33399552,1528087222,e,udp,192.168.100.149,15768,192.168.100.6,80,8,480,INT,1528087253,135903,30.734943,1.607465,1.316773,,,8.037326,0,2.850166,,,,,8,0,480,0,0.227754,0.227754,0,1,DoS,UDP
21627849,1528085803,e,udp,192.168.100.3,14933,205.251.192.135,53,2,482,CON,1528085803,111081,0.236764,0.236764,0,,,0.236764,0.236764,0.236764,,,,,1,1,92,390,4.223615,0,0,0,Normal,Normal
60655722,1528099742,e,udp,192.168.100.147,56992,192.168.100.3,80,10,600,INT,1528099765,221328,22.902826,3.380796,1.329699,,,13.523183,1.362027,4.932914,,,,,10,0,600,0,0.392965,0.392965,0,1,DDoS,UDP
27289463,1528086469,e,udp,192.168.100.147,6254,192.168.100.3,80,19,1140,INT,1528086495,46561,26.162079,3.1452,1.687748,,,15.726003,0,4.470444,,,,,19,0,1140,0,0.688019,0.688019,0,1,DoS,UDP
34094447,1528087330,e,udp,192.168.100.149,31225,192.168.100.6,80,11,660,INT,1528087369,44307,39.791737,2.70639,1.291364,,,16.238338,0,4.082886,,,,,11,0,660,0,0.251308,0.251308,0,1,DoS,UDP
1792884,1526981529,e,udp,192.168.100.7,51531,192.168.159.152,53,2,176,INT,1526981534,56257,5.048065,0,0,,,0,0,0,,,,,2,0,176,0,0.198096,0.198096,0,0,Normal,Normal
1519029,1526877118,e,udp,192.168.100.7,51316,192.168.159.152,53,2,172,INT,1526877123,53393,5.042979,0,0,,,0,0,0,,,,,2,0,172,0,0.198296,0.198296,0,0,Normal,Normal
1718907,1526963928,e,udp,192.168.100.7,53542,192.168.159.152,53,2,176,INT,1526963933,17874,5.038632,0,0,,,0,0,0,,,,,2,0,176,0,0.198467,0.198467,0,0,Normal,Normal
784468,1526901182,e,udp,192.168.100.149,45826,8.8.8.8,53,4,440,CON,1526901182,4789,0.418546,0.378168,0.040378,,,0.756335,0.337789,0.418546,,,,,2,2,162,278,7.167671,333333.3125,12.383288,0,Normal,Normal
1121708,1526959099,e,tcp,192.168.100.3,58028,13.211.17.145,8883,2287,564854,CON,1526960561,14,1462.713257,3.440363,1.494027,,,963.301697,0.006164,4.99999,,,,,1144,1143,489416,75438,1.562849,0.781425,0.780741,0,Normal,Normal
3171184,1528081578,e *,tcp,192.168.100.55,8080,192.168.100.3,80,9592,9346949,CON,1528081638,449,60.12701,4.603703,1.327351,,,59.848133,0.005755,4.997982,,,,,4796,4796,4823417,4523532,159.512344,79.747856,79.747856,0,Normal,Normal
60958710,1528099771,e,tcp,192.168.100.3,41307,52.64.239.193,8883,12,5004,CON,1528099781,262157,10.01589,0.159272,0.104277,,,0.477816,0.011807,0.234088,,,,,6,6,4608,396,1.098255,0.499207,0.499207,0,Normal,Normal
4609893,1528081867,e,tcp,192.168.100.3,33552,54.69.84.48,443,8,559,FIN,1528081887,128251,19.862667,0.156918,0.002301,,,0.470754,0.155259,0.160173,,,,,4,4,264,295,0.35242,0.151037,0.152227,0,Normal,Normal
22156419,1528085864,e,udp,192.168.100.148,62892,192.168.100.7,80,5,300,INT,1528085881,115303,17.157713,2.878273,2.035251,,,8.634818,0,4.323041,,,,,5,0,300,0,0.233131,0.233131,0,1,DoS,UDP
18634547,1528085467,e,udp,192.168.100.7,365,192.168.100.3,565,1632,97920,INT,1528085509,1301,42.023647,4.877054,0.218218,,,39.01643,4.317815,4.984154,,,,,1632,0,97920,0,38.811481,38.811481,0,0,Normal,Normal
127393,1526355404,e,udp,192.168.100.150,45987,192.168.217.2,53,2,172,INT,1526355407,2826,2.499962,0,0,,,0,0,0,,,,,2,0,172,0,0.400006,0.400006,0,0,Normal,Normal
1647909,1526962448,e,arp,192.168.100.149,,192.168.100.1,,46,2760,CON,1526965025,1735,2576.906738,9.90E-05,3.80E-05,,,0.00227,3.00E-06,0.000179,,,,,23,23,1380,1380,0.017463,0.008537,0.008537,0,Normal,Normal
18407587,1528085443,e,udp,192.168.100.149,3065,192.168.100.5,80,6,360,INT,1528085463,36504,19.941696,4.015349,0.09686,,,12.046047,3.941041,4.152156,,,,,6,0,360,0,0.250731,0.250731,0,1,DoS,UDP
1552527,1526877941,e,udp,192.168.100.7,57145,192.168.159.152,53,2,176,INT,1526877946,33773,5.047317,0,0,,,0,0,0,,,,,2,0,176,0,0.198125,0.198125,0,0,Normal,Normal
98265,1526352359,e,udp,192.168.100.3,41561,205.251.198.217,53,2,479,CON,1526352360,7818,0.34002,0.34002,0,,,0.34002,0.34002,0.34002,,,,,1,1,91,388,2.941004,0,0,0,Normal,Normal
36258583,1528095865,e s,tcp,192.168.100.149,51396,192.168.100.3,80,5,770,REQ,1528095899,91322,34.55677,0,0,,,0,0,0,,,,,5,0,770,0,0.115752,0.115752,0,1,DDoS,TCP
1670036,1526962967,e,udp,192.168.100.150,42356,8.8.8.8,53,2,340,CON,1526962967,24001,0.144793,0.144793,0,,,0.144793,0.144793,0.144793,,,,,1,1,81,259,6.906411,0,0,0,Normal,Normal
1113611,1526955833,e,arp,192.168.100.1,,192.168.100.150,,2,120,CON,1526955833,638,0.000143,0.000143,0,,,0.000143,0.000143,0.000143,,,,,1,1,60,60,6993.007324,0,0,0,Normal,Normal
22160253,1528085864,e,tcp,52.35.21.241,443,192.168.100.3,50939,4,295,FIN,1528085864,119137,0.15654,0.15654,0,,,0.15654,0.15654,0.15654,,,,,2,2,163,132,19.164431,6.388144,6.388144,0,Normal,Normal
5627192,1528082052,e g,tcp,192.168.100.149,45104,192.168.100.3,80,6,548,RST,1528082079,239578,26.672373,0.165479,0.012461,,,0.330959,0.153019,0.17794,,,,,4,2,428,120,0.18746,0.112476,0.037492,1,DoS,TCP
1484008,1526876544,e,udp,192.168.100.150,35496,8.8.8.8,53,2,172,CON,1526876544,18032,0.007739,0.007739,0,,,0.007739,0.007739,0.007739,,,,,1,1,86,86,129.215668,0,0,0,Normal,Normal
44555341,1528096741,e *,tcp,192.168.100.3,80,192.168.100.55,8080,3326,3242280,CON,1528096763,1861,21.973431,4.147377,1.359146,,,20.736883,1.485065,4.990684,,,,,1663,1663,1569419,1672861,151.319107,75.636803,75.636803,0,Normal,Normal
1555086,1526878850,e,udp,192.168.100.7,58668,192.168.159.152,53,2,176,INT,1526878855,21,5.047855,0,0,,,0,0,0,,,,,2,0,176,0,0.198104,0.198104,0,0,Normal,Normal
1646483,1526961905,e,tcp,192.168.100.6,80,192.168.100.3,80,24710,7314160,CON,1526965441,5,3535.754395,4.866164,0.186772,,,3430.645508,1.720362,4.999996,,,,,24710,0,7314160,0,6.988325,6.988325,0,0,Normal,Normal
460150,1526887510,e,arp,192.168.100.1,,192.168.100.3,,4,240,CON,1526888706,1225,1195.997559,2.60E-05,4.00E-06,,,5.20E-05,2.20E-05,3.00E-05,,,,,2,2,120,120,0.002508,0.000836,0.000836,0,Normal,Normal
43536772,1528096640,e s,tcp,192.168.100.149,15965,192.168.100.5,80,4,616,REQ,1528096653,31933,12.404655,4.284963,0.146922,,,8.569925,4.138034,4.431891,,,,,4,0,616,0,0.241845,0.241845,0,1,DDoS,TCP
440148,1526882054,e,tcp,192.168.100.5,0,192.168.100.3,0,22383,19850458,CON,1526883776,6,1722.059692,4.924433,0.142291,,,1694.004883,2.373757,4.999999,,,,,22383,0,19850458,0,12.997227,12.997227,0,0,Normal,Normal
1519344,1526877295,e,udp,192.168.100.7,53085,192.168.159.152,53,2,176,INT,1526877300,214,5.047925,0,0,,,0,0,0,,,,,2,0,176,0,0.198101,0.198101,0,0,Normal,Normal
38529473,1528096118,e,tcp,192.168.100.5,0,192.168.100.3,0,354,255084,CON,1528096147,2780,28.832865,4.66186,0.49095,,,27.971161,3.581794,4.973959,,,,,354,0,255084,0,12.242973,12.242973,0,0,Normal,Normal
90457,1526351591,e,udp,192.168.100.3,18535,202.12.27.33,53,2,1209,CON,1526351591,26869,0.162404,0.162404,0,,,0.162404,0.162404,0.162404,,,,,1,1,70,1139,6.157484,0,0,0,Normal,Normal
1792773,1526981518,e,udp,192.168.100.7,37383,192.168.159.152,53,2,172,INT,1526981523,56163,5.045924,0,0,,,0,0,0,,,,,2,0,172,0,0.19818,0.19818,0,0,Normal,Normal
1665386,1526962676,e,udp,192.168.100.7,50716,192.168.159.152,53,2,176,INT,1526962681,19272,5.042302,0,0,,,0,0,0,,,,,2,0,176,0,0.198322,0.198322,0,0,Normal,Normal
1828061,1526982377,e,udp,192.168.100.7,40399,192.168.159.152,53,2,176,INT,1526982382,35546,5.046086,0,0,,,0,0,0,,,,,2,0,176,0,0.198173,0.198173,0,0,Normal,Normal
7222762,1528082448,e,tcp,192.168.100.5,0,192.168.100.3,0,2725,1938160,CON,1528082506,17,57.851639,4.789911,0.636115,,,57.478935,2.680516,4.998538,,,,,2725,0,1938160,0,47.08596,47.08596,0,0,Normal,Normal
1647920,1526962505,e,udp,192.168.100.150,34118,8.8.8.8,53,2,203,CON,1526962505,1747,0.143611,0.143611,0,,,0.143611,0.143611,0.143611,,,,,1,1,64,139,6.963255,0,0,0,Normal,Normal
47732027,1528097044,e,tcp,192.168.100.149,10640,192.168.100.6,80,1,154,REQ,1528097044,294794,0,0,0,,,0,0,0,,,,,1,0,154,0,0,0,0,1,DDoS,TCP
118530,1526354318,e,udp,192.168.100.7,50929,192.168.159.152,53,2,176,INT,1526354323,16031,5.04789,0,0,,,0,0,0,,,,,2,0,176,0,0.198103,0.198103,0,0,Normal,Normal
20627193,1528085681,e,udp,192.168.100.147,32629,192.168.100.6,80,5,300,INT,1528085698,159078,17.520222,2.927867,2.070377,,,8.783601,0,4.411419,,,,,5,0,300,0,0.228308,0.228308,0,1,DoS,UDP
1723550,1526964225,e,udp,192.168.100.147,45030,8.8.8.8,53,2,340,CON,1526964225,22598,0.234372,0.234372,0,,,0.234372,0.234372,0.234372,,,,,1,1,81,259,4.266721,0,0,0,Normal,Normal
28128886,1528086569,e,udp,192.168.100.149,2298,192.168.100.7,80,5,300,INT,1528086594,99493,24.882832,3.079854,2.178192,,,9.239562,0,4.671285,,,,,5,0,300,0,0.160753,0.160753,0,1,DoS,UDP
2115933,1528081343,e,udp,192.168.100.3,4276,205.251.197.224,53,2,486,CON,1528081343,256075,0.012637,0.012637,0,,,0.012637,0.012637,0.012637,,,,,1,1,94,392,79.132706,0,0,0,Normal,Normal
460542,1526887221,e,tcp,192.168.100.6,80,192.168.100.3,80,12053,3567688,CON,1526888943,2,1722.04126,4.876666,0.072452,,,1672.696411,4.001806,4.999998,,,,,12053,0,3567688,0,6.998671,6.998671,0,0,Normal,Normal
1537344,1526877759,e,tcp,192.168.100.3,58716,172.217.25.170,443,126,101702,FIN,1526877931,18432,171.0242,0.036013,0.033313,,,0.144051,0.00609,0.08671,,,,,47,79,4713,96989,0.730891,0.268968,0.456076,0,Normal,Normal
798538,1526905722,e,udp,192.168.100.7,138,192.168.100.255,138,4,1086,INT,1526906451,2101,728.374817,0.000179,1.10E-05,,,0.000358,0.000168,0.00019,,,,,4,0,1086,0,0.004119,0.004119,0,0,Normal,Normal
15123540,1528085020,e,udp,192.168.100.148,12905,192.168.100.6,80,7,420,INT,1528085046,160583,26.010454,3.019678,1.743541,,,12.078712,0,4.04962,,,,,7,0,420,0,0.230676,0.230676,0,1,DoS,UDP
772336,1526899022,e,udp,192.168.100.148,60681,224.0.0.251,5353,1,88,INT,1526899022,273024,0,0,0,,,0,0,0,,,,,1,0,88,0,0,0,0,0,Normal,Normal
1696700,1526963461,e,udp,192.168.100.7,43088,192.168.159.152,53,2,176,INT,1526963466,50958,5.04793,0,0,,,0,0,0,,,,,2,0,176,0,0.198101,0.198101,0,0,Normal,Normal
62438748,1528099883,e,udp,192.168.100.150,50398,192.168.100.3,80,6,360,INT,1528099894,169236,11.370184,4.554502,0.024396,,,9.109003,4.530061,4.578942,,,,,6,0,360,0,0.439747,0.439747,0,1,DDoS,UDP
1714775,1526963905,e,udp,192.168.100.7,52604,192.168.159.152,53,2,176,INT,1526963910,13657,5.058215,0,0,,,0,0,0,,,,,2,0,176,0,0.197698,0.197698,0,0,Normal,Normal
1487032,1526876545,e,udp,192.168.100.148,51352,8.8.8.8,53,2,172,CON,1526876545,21056,0.007476,0.007476,0,,,0.007476,0.007476,0.007476,,,,,1,1,86,86,133.761368,0,0,0,Normal,Normal
