pkSeqID,stime,flgs,proto,saddr,sport,daddr,dport,pkts,bytes,state,ltime,seq,dur,mean,stddev,smac,dmac,sum,min,max,soui,doui,sco,dco,spkts,dpkts,sbytes,dbytes,rate,srate,drate,attack,category,subcategory,0.942728216
34634843,1528087406,e,udp,192.168.100.147,51404,192.168.100.5,80,7,420,INT,1528087438,60375,31.493328,3.309762,1.925105,,,13.239047,0,4.679223,,,,,7,0,420,0,0.190517,0.190517,0,1,DoS,UDP,0.768695858
798538,1526905722,e,udp,192.168.100.7,138,192.168.100.255,138,4,1086,INT,1526906451,2101,728.374817,0.000179,1.10E-05,,,0.000358,0.000168,0.00019,,,,,4,0,1086,0,0.004119,0.004119,0,0,Normal,Normal,0.628314311
58365820,1528099590,e,udp,192.168.100.149,15866,192.168.100.3,80,9,540,INT,1528099604,28701,13.966656,3.496278,0.021055,,,10.488834,3.481035,3.52602,,,,,9,0,540,0,0.572793,0.572793,0,1,DDoS,UDP,0.242932535
15834833,1528085119,e,udp,192.168.100.150,19594,192.168.100.3,80,20,1200,INT,1528085146,85384,26.520302,4.178663,0.487627,,,20.893316,3.546697,4.889275,,,,,20,0,1200,0,0.716432,0.716432,0,1,DoS,UDP,0.192985876
26233963,1528086343,e,udp,192.168.100.147,41915,192.168.100.3,80,21,1260,INT,1528086366,39717,23.030481,3.245997,1.623666,,,16.229984,0,4.145279,,,,,21,0,1260,0,0.868414,0.868414,0,1,DoS,UDP,0.534452665
1829012,1529381192,e,udp,192.168.100.3,3260,205.251.194.48,53,2,445,CON,1529381192,722,0.235159,0.235159,0,,,0.235159,0.235159,0.235159,,,,,1,1,130,315,4.252442,0,0,0,Normal,Normal,0.080623797
38003819,1528096064,e,tcp,192.168.100.6,80,192.168.100.3,80,188,55648,CON,1528096096,1443,31.534885,4.317818,1.310853,,,30.224728,1.111296,4.944854,,,,,188,0,55648,0,5.929941,5.929941,0,0,Normal,Normal,0.664354512
6174098,1528082199,e,udp,192.168.100.3,14474,193.108.91.240,53,2,333,CON,1528082199,262165,0.015505,0.015505,0,,,0.015505,0.015505,0.015505,,,,,1,1,98,235,64.495323,0,0,0,Normal,Normal,0.142095362
1719325,1526964121,e,udp,192.168.100.5,5353,224.0.0.251,5353,1,87,INT,1526964121,18309,0,0,0,,,0,0,0,,,,,1,0,87,0,0,0,0,0,Normal,Normal,0.388086889
489975,1526897748,e,udp,192.168.100.149,56063,8.8.8.8,53,2,172,CON,1526897748,8202,0.007826,0.007826,0,,,0.007826,0.007826,0.007826,,,,,1,1,86,86,127.77919,0,0,0,Normal,Normal,0.070943435
62769626,1528099900,e,udp,192.168.100.150,20110,192.168.100.3,80,6,360,INT,1528099913,237955,13.67054,2.267949,1.853386,,,6.803846,0,4.539846,,,,,6,0,360,0,0.36575,0.36575,0,1,DDoS,UDP,0.35185968
44556466,1528096741,e,tcp,192.168.100.6,80,192.168.100.3,80,561,166056,CON,1528096763,2986,21.937172,4.11977,1.364253,,,20.598848,1.447165,4.966197,,,,,561,0,166056,0,25.527447,25.527447,0,0,Normal,Normal,0.375818991
43537372,1528096640,e s,tcp,192.168.100.149,16205,192.168.100.5,80,4,522,RST,1528096649,32533,12.399599,4.276286,0.156082,,,8.552572,4.120198,4.432374,,,,,3,1,462,60,0.241943,0.241563,0,1,DDoS,TCP,0.684381089
1828087,1526982397,e,udp,192.168.100.7,39215,192.168.159.152,53,2,176,INT,1526982402,35572,5.048155,0,0,,,0,0,0,,,,,2,0,176,0,0.198092,0.198092,0,0,Normal,Normal,0.147446453
1775119,1526981343,e,udp,192.168.100.149,58720,8.8.8.8,53,2,227,CON,1526981343,38331,0.008359,0.008359,0,,,0.008359,0.008359,0.008359,,,,,1,1,76,151,119.631531,0,0,0,Normal,Normal,0.173981135
131608,1526355467,e,udp,192.168.100.149,46548,224.0.0.251,5353,1,83,INT,1526355467,7074,0,0,0,,,0,0,0,,,,,1,0,83,0,0,0,0,0,Normal,Normal,0.053241458
802946,1526909748,e,ipv6-icmp,fe80::250:56ff:febe:89ee,133,ff02::2,0,1,70,NRS,1526909748,26,0,0,0,,,0,0,0,,,,,1,0,70,0,0,0,0,0,Normal,Normal,0.811623741
1541550,1526877820,e,udp,192.168.100.7,59276,192.168.159.152,53,2,176,INT,1526877825,22663,5.04805,0,0,,,0,0,0,,,,,2,0,176,0,0.198096,0.198096,0,0,Normal,Normal,0.517732108
478282,1526892387,e,udp,192.168.100.7,365,192.168.100.3,565,12655,759300,INT,1526893442,3,1054.661011,4.914452,0.147604,,,1036.949341,2.818656,4.999998,,,,,12655,0,759300,0,11.998168,11.998168,0,0,Normal,Normal,0.934596983
1792632,1526981502,e,udp,192.168.100.7,51243,192.168.159.152,53,2,176,INT,1526981507,56010,5.044098,0,0,,,0,0,0,,,,,2,0,176,0,0.198252,0.198252,0,0,Normal,Normal,0.801621603
1665829,1526962923,e,udp,192.168.100.150,39231,8.8.8.8,53,2,203,CON,1526962923,19736,0.007683,0.007683,0,,,0.007683,0.007683,0.007683,,,,,1,1,64,139,130.157486,0,0,0,Normal,Normal,0.580624
1823723,1526982326,e,udp,192.168.100.7,57783,192.168.159.152,53,2,176,INT,1526982331,31158,5.047829,0,0,,,0,0,0,,,,,2,0,176,0,0.198105,0.198105,0,0,Normal,Normal,0.199831644
3323044,1528081588,e,udp,192.168.100.3,20903,205.251.196.54,53,2,482,CON,1528081588,152309,0.010374,0.010374,0,,,0.010374,0.010374,0.010374,,,,,1,1,92,390,96.394829,0,0,0,Normal,Normal,0.007936186
1628014,1526895528,e,udp,192.168.100.7,58453,192.168.159.152,53,2,176,INT,1526895533,17770,5.039693,0,0,,,0,0,0,,,,,2,0,176,0,0.198425,0.198425,0,0,Normal,Normal,0.359793542
1678790,1526963050,e,udp,192.168.100.3,61528,216.239.34.10,53,2,201,CON,1526963050,32840,0.143453,0.143453,0,,,0.143453,0.143453,0.143453,,,,,1,1,98,103,6.970924,0,0,0,Normal,Normal,0.730186821
1801446,1526981821,e,udp,192.168.100.7,47874,192.168.159.152,53,2,176,INT,1526981826,8648,5.047785,0,0,,,0,0,0,,,,,2,0,176,0,0.198107,0.198107,0,0,Normal,Normal,0.488414861
24502,1526346076,e,arp,192.168.100.1,,192.168.100.27,,2,120,CON,1526346076,583,0.000411,0.000411,0,,,0.000411,0.000411,0.000411,,,,,1,1,60,60,2433.090088,0,0,0,Normal,Normal,0.276324848
786635,1526902208,eU,udp,192.168.100.6,53051,192.168.100.1,53,2,274,CON,1526902209,1790,1.161831,1.161831,0,,,1.161831,1.161831,1.161831,,,,,1,1,85,189,0.86071,0,0,0,Normal,Normal,0.605798798
1779321,1526981383,e,udp,192.168.100.148,41367,8.8.8.8,53,2,340,CON,1526981383,42586,0.29187,0.29187,0,,,0.29187,0.29187,0.29187,,,,,1,1,81,259,3.426183,0,0,0,Normal,Normal,0.551549185
1579593,1526894569,e,udp,192.168.100.150,37724,192.168.217.2,53,2,172,INT,1526894571,24734,2.501088,0,0,,,0,0,0,,,,,2,0,172,0,0.399826,0.399826,0,0,Normal,Normal,0.028062856
1144690,1526967317,e,udp,192.168.100.3,34955,192.228.79.201,53,2,1301,CON,1526967317,904,0.189339,0.189339,0,,,0.189339,0.189339,0.189339,,,,,1,1,85,1216,5.281532,0,0,0,Normal,Normal,0.581298864
137439,1526355492,e,udp,192.168.100.7,37000,192.168.159.152,53,2,176,INT,1526355497,12908,5.048291,0,0,,,0,0,0,,,,,2,0,176,0,0.198087,0.198087,0,0,Normal,Normal,0.09843952
70209480,1528101318,e,udp,192.168.100.4,55835,91.189.89.199,123,2,180,CON,1528101318,509345,0.29187,0.29187,0,,,0.29187,0.29187,0.29187,,,,,1,1,90,90,3.426183,0,0,0,Normal,Normal,0.762048411
37479545,1528096010,e &,tcp,192.168.100.55,8080,192.168.100.3,80,903,888437,CON,1528096037,1485,27.32147,4.483624,1.062329,,,26.901747,2.108846,4.988842,,,,,451,452,457888,430549,33.014328,16.470564,16.507164,0,Normal,Normal,0.766443295
1588513,1526894675,e,udp,192.168.100.150,32830,192.168.217.2,53,2,172,INT,1526894678,33741,2.500138,0,0,,,0,0,0,,,,,2,0,172,0,0.399978,0.399978,0,0,Normal,Normal,0.436084596
1466226,1526875506,e,tcp,192.168.100.6,80,192.168.100.3,80,24745,7324520,CON,1526879041,7,3535.765381,4.871181,0.14495,,,3434.182373,1.674817,4.999996,,,,,24745,0,7324520,0,6.998202,6.998202,0,0,Normal,Normal,0.228770188
1597307,1526894995,e,udp,192.168.100.148,43349,8.8.8.8,53,2,172,CON,1526894995,42690,0.007389,0.007389,0,,,0.007389,0.007389,0.007389,,,,,1,1,86,86,135.336304,0,0,0,Normal,Normal,0.209446282
3041,1526344338,e,udp,fe80::250:56ff:febe:254,8612,ff02::1,8610,2,156,INT,1526344338,3085,0.010023,0.010023,0,,,0.010023,0.010023,0.010023,,,,,2,0,156,0,99.770531,99.770531,0,0,Normal,Normal,0.960700075
40635044,1528096347,e &,tcp,192.168.100.55,8080,192.168.100.3,80,564,556404,CON,1528096368,11088,21.251957,4.116983,1.605034,,,20.584915,0.907225,4.954993,,,,,280,284,290276,266128,26.491678,13.128202,13.316421,0,Normal,Normal,0.809245086
1483935,1526876462,e,udp,192.168.100.149,37690,8.8.8.8,53,2,203,CON,1526876462,17898,0.1435,0.1435,0,,,0.1435,0.1435,0.1435,,,,,1,1,64,139,6.968641,0,0,0,Normal,Normal,0.606002048
94287,1526351816,e,udp,192.168.100.3,40018,192.58.128.30,53,2,1310,CON,1526351816,3672,0.015716,0.015716,0,,,0.015716,0.015716,0.015716,,,,,1,1,91,1219,63.629425,0,0,0,Normal,Normal,0.778660497
140997,1526879563,e,udp,192.168.100.3,21388,192.58.128.30,53,2,1209,CON,1526879563,15,0.015529,0.015529,0,,,0.015529,0.015529,0.015529,,,,,1,1,70,1139,64.395645,0,0,0,Normal,Normal,0.21919799
9868163,1528082988,e s,tcp,192.168.100.149,54785,192.168.100.7,80,7,1078,REQ,1528083034,89855,45.916134,0,0,,,0,0,0,,,,,7,0,1078,0,0.130673,0.130673,0,1,DoS,TCP,0.015951845
802981,1526948103,e,udp,192.168.100.149,59091,8.8.8.8,53,2,227,CON,1526948104,22,0.143326,0.143326,0,,,0.143326,0.143326,0.143326,,,,,1,1,76,151,6.977101,0,0,0,Normal,Normal,0.867932606
3319250,1528081588,e,udp,192.168.100.3,55633,205.251.194.154,53,2,337,CON,1528081588,148515,0.234224,0.234224,0,,,0.234224,0.234224,0.234224,,,,,1,1,100,237,4.269417,0,0,0,Normal,Normal,0.939605998
25041297,1528086203,e,udp,192.168.100.147,53969,192.168.100.6,80,2,120,INT,1528086208,116380,5.018989,0,0,,,0,0,0,,,,,2,0,120,0,0.199243,0.199243,0,1,DoS,UDP,0.832602933
1128773,1526965760,e,udp,192.168.100.3,20367,205.251.195.199,53,2,446,CON,1526965760,26,0.234621,0.234621,0,,,0.234621,0.234621,0.234621,,,,,1,1,155,291,4.262193,0,0,0,Normal,Normal,0.443453801
4544875,1528081862,e s,tcp,192.168.100.149,59559,192.168.100.5,80,3,462,REQ,1528081905,63233,43.170113,0,0,,,0,0,0,,,,,3,0,462,0,0.046328,0.046328,0,1,DoS,TCP,0.180889255
15225727,1528085047,e,tcp,192.168.100.6,80,192.168.100.3,80,888,262848,CON,1528085081,606,34.433285,4.886906,0.196363,,,34.208344,4.405961,4.969001,,,,,888,0,262848,0,25.759958,25.759958,0,0,Normal,Normal,0.068411507
1619207,1526895433,e,udp,192.168.100.147,48552,192.168.217.2,53,2,172,INT,1526895436,8890,2.50016,0,0,,,0,0,0,,,,,2,0,172,0,0.399974,0.399974,0,0,Normal,Normal,0.583058957
1850093,1528089235,e,tcp,192.168.100.147,48726,192.168.100.3,80,10,1550,RST,1528089283,10272,48.126984,0.010507,0.018152,,,0.042027,0,0.041947,,,,,6,4,784,766,0.187005,0.103892,0.251877,1,DoS,HTTP,0.699769432
1624936,1526895525,e,udp,192.168.100.147,36631,8.8.8.8,53,2,172,CON,1526895525,14682,0.007499,0.007499,0,,,0.007499,0.007499,0.007499,,,,,1,1,86,86,133.35112,0,0,0,Normal,Normal,0.812029154
802930,1526908428,e,udp,192.168.100.3,29801,192.55.83.30,53,2,891,CON,1526908428,4077,0.167203,0.167203,0,,,0.167203,0.167203,0.167203,,,,,1,1,85,806,5.980754,0,0,0,Normal,Normal,0.996904828
1601548,1526895003,e,udp,192.168.100.7,58237,192.168.159.152,53,2,176,INT,1526895008,46922,5.047945,0,0,,,0,0,0,,,,,2,0,176,0,0.1981,0.1981,0,0,Normal,Normal,0.532534173
40635046,1528096347,e,tcp,192.168.100.46,80,192.168.100.5,80,271,248710,CON,1528096368,11090,21.251926,4.116928,1.605023,,,20.584639,0.907191,4.95496,,,,,271,0,248710,0,12.704731,12.704731,0,0,Normal,Normal,0.72970267
802920,1526908063,e,ipv6-icmp,fe80::250:56ff:febe:bf1a,133,ff02::2,0,1,70,NRS,1526908063,4066,0,0,0,,,0,0,0,,,,,1,0,70,0,0,0,0,0,Normal,Normal,0.329981856
1111423,1526955172,e,udp,192.168.100.3,23223,205.251.198.212,53,2,479,CON,1526955172,4063,0.258777,0.258777,0,,,0.258777,0.258777,0.258777,,,,,1,1,91,388,3.864331,0,0,0,Normal,Normal,0.990544042
1506600,1526876997,e,udp,192.168.100.147,54262,8.8.8.8,53,2,172,CON,1526876997,40886,0.007619,0.007619,0,,,0.007619,0.007619,0.007619,,,,,1,1,86,86,131.250824,0,0,0,Normal,Normal,0.388737321
1555005,1526878152,e,udp,192.168.100.3,16358,205.251.196.236,53,2,419,CON,1526878152,36288,0.00942,0.00942,0,,,0.00942,0.00942,0.00942,,,,,1,1,93,326,106.157112,0,0,0,Normal,Normal,0.919965408
42457013,1528096546,e,tcp,192.168.100.5,0,192.168.100.3,0,903,641641,CON,1528096565,820,18.815355,4.685271,0.506631,,,18.741085,3.807761,4.980188,,,,,903,0,641641,0,47.939568,47.939568,0,0,Normal,Normal,0.48538888
117994,1526354197,e,udp,192.168.100.7,45481,192.168.159.152,53,2,176,INT,1526354202,15472,5.047799,0,0,,,0,0,0,,,,,2,0,176,0,0.198106,0.198106,0,0,Normal,Normal,0.609070655
1701409,1526963643,e,udp,192.168.100.7,40448,192.168.159.152,53,2,176,INT,1526963648,192,5.047931,0,0,,,0,0,0,,,,,2,0,176,0,0.198101,0.198101,0,0,Normal,Normal,0.305022766
1466176,1526876115,e,udp,192.168.100.148,37429,8.8.8.8,53,2,340,CON,1526876115,95,0.250785,0.250785,0,,,0.250785,0.250785,0.250785,,,,,1,1,81,259,3.987479,0,0,0,Normal,Normal,0.918101959
3171185,1528081578,e,udp,192.168.100.46,80,192.168.100.5,80,4796,4601125,INT,1528081638,450,60.127003,4.603873,1.327406,,,59.850346,0.005746,4.997968,,,,,4796,0,4601125,0,79.747864,79.747864,0,0,Normal,Normal,0.742423207
1545751,1526877846,e,udp,192.168.100.147,50934,8.8.8.8,53,2,340,CON,1526877846,26934,0.345532,0.345532,0,,,0.345532,0.345532,0.345532,,,,,1,1,81,259,2.894088,0,0,0,Normal,Normal,0.491817053
1575116,1526894297,e,udp,192.168.100.7,50378,192.168.159.152,53,2,176,INT,1526894302,20146,5.048051,0,0,,,0,0,0,,,,,2,0,176,0,0.198096,0.198096,0,0,Normal,Normal,0.959981374
1646156,1526896205,e,udp,192.168.100.7,37411,192.168.159.152,53,2,176,INT,1526896210,36141,5.047871,0,0,,,0,0,0,,,,,2,0,176,0,0.198103,0.198103,0,0,Normal,Normal,0.566594797
57813511,1528099550,e,udp,192.168.100.46,3456,192.168.100.5,80,3235,3149598,CON,1528099574,714,23.827545,4.318308,0.869307,,,21.591539,2.90187,4.999529,,,,,1620,1615,1541772,1607826,135.725266,67.946571,67.736732,0,Normal,Normal,0.993746204
1597285,1526894983,e,udp,192.168.100.149,34304,8.8.8.8,53,2,340,CON,1526894983,42637,0.00887,0.00887,0,,,0.00887,0.00887,0.00887,,,,,1,1,81,259,112.739571,0,0,0,Normal,Normal,0.976559082
123930,1526354893,e,udp,192.168.100.7,40099,192.168.159.152,53,2,176,INT,1526354898,21776,5.047745,0,0,,,0,0,0,,,,,2,0,176,0,0.198108,0.198108,0,0,Normal,Normal,0.124718108
460480,1526887590,e,udp,192.168.100.4,5353,224.0.0.251,5353,1,183,INT,1526887590,1574,0,0,0,,,0,0,0,,,,,1,0,183,0,0,0,0,0,Normal,Normal,0.008991017
45078458,1528096799,e *,tcp,192.168.100.55,8080,192.168.100.3,80,1600,1559250,CON,1528096809,660,9.982211,4.978673,0.000526,,,9.957346,4.978147,4.979199,,,,,800,800,804670,754580,160.184952,80.042389,80.042389,0,Normal,Normal,0.675503647
126765,1526355093,e,udp,192.168.100.46,3456,192.168.100.5,80,40214,40661063,CON,1526356056,5,962.154114,4.953884,0.03092,,,951.145752,4.749564,4.999774,,,,,20107,20107,20505166,20155897,41.794758,20.89686,20.89686,0,Normal,Normal,0.236402239
24231636,1528086112,e,udp,192.168.100.148,37776,192.168.100.7,80,6,360,INT,1528086136,93212,23.971758,2.286433,2.28664,,,9.14573,0,4.616389,,,,,6,0,360,0,0.208579,0.208579,0,1,DoS,UDP,0.486032373
35333973,1528095748,e,tcp,192.168.100.3,41307,52.64.239.193,8883,12,6231,CON,1528095761,215341,12.86982,1.976638,1.412645,,,5.929915,0.00719,3.251717,,,,,6,6,5835,396,0.854713,0.388723,0.388506,0,Normal,Normal,0.36657371
114809,1526354175,e,udp,192.168.100.147,39787,192.168.217.2,53,2,172,INT,1526354177,11247,2.500924,0,0,,,0,0,0,,,,,2,0,172,0,0.399852,0.399852,0,0,Normal,Normal,0.569504888
23876260,1528086062,e,ipv6-icmp,fe80::250:56ff:febe:89ee,133,ff02::2,0,1,70,NRS,1528086062,262163,0,0,0,,,0,0,0,,,,,1,0,70,0,0,0,0,0,Normal,Normal,0.950563382
1636851,1526895851,e,udp,192.168.100.147,57805,192.168.217.2,53,2,172,INT,1526895854,26735,2.499964,0,0,,,0,0,0,,,,,2,0,172,0,0.400006,0.400006,0,0,Normal,Normal,0.887359274
50735,1526349144,e,udp,192.168.100.147,40684,8.8.8.8,53,2,172,CON,1526349144,22462,0.008054,0.008054,0,,,0.008054,0.008054,0.008054,,,,,1,1,86,86,124.161903,0,0,0,Normal,Normal,0.408535935
1466117,1526876042,e,udp,192.168.100.149,51622,8.8.8.8,53,2,203,CON,1526876042,30,0.143499,0.143499,0,,,0.143499,0.143499,0.143499,,,,,1,1,64,139,6.968689,0,0,0,Normal,Normal,0.083654699
127422,1526355411,e,udp,192.168.100.150,58273,8.8.8.8,53,2,172,CON,1526355411,2871,0.007327,0.007327,0,,,0.007327,0.007327,0.007327,,,,,1,1,86,86,136.481506,0,0,0,Normal,Normal,0.040643689
31513304,1528086983,e,udp,192.168.100.147,16340,192.168.100.5,80,8,480,INT,1528087014,84800,31.00132,1.92224,1.640502,,,9.611202,0,4.075329,,,,,8,0,480,0,0.225797,0.225797,0,1,DoS,UDP,0.932261015
