pkSeqID,stime,flgs,proto,saddr,sport,daddr,dport,pkts,bytes,state,ltime,seq,dur,mean,stddev,smac,dmac,sum,min,max,soui,doui,sco,dco,spkts,dpkts,sbytes,dbytes,rate,srate,drate,attack,category,subcategory
1701495,1526963783,e,udp,192.168.100.149,50430,8.8.8.8,53,2,172,CON,1526963783,343,0.007126,0.007126,0,,,0.007126,0.007126,0.007126,,,,,1,1,86,86,140.331192,0,0,0,Normal,Normal
1696509,1526963431,e,udp,192.168.100.7,34178,192.168.159.152,53,2,176,INT,1526963436,50768,5.04788,0,0,,,0,0,0,,,,,2,0,176,0,0.198103,0.198103,0,0,Normal,Normal
29703412,1528086773,e,tcp,192.168.100.3,41307,52.64.239.193,8883,22,10147,CON,1528086801,101042,27.5816,1.491723,0.88549,,,8.950338,0.005952,2.574988,,,,,11,11,9421,726,0.761377,0.362639,0.362561,0,Normal,Normal
26980697,1528086415,e,tcp,192.168.100.3,60484,172.217.25.170,443,3,290,CON,1528086416,262121,0.047096,0.047096,0,,,0.047096,0.047096,0.047096,,,,,2,1,178,112,42.466454,21.233227,0,0,Normal,Normal
84011,1526351535,e,udp,192.168.100.147,52166,8.8.8.8,53,2,172,CON,1526351535,20388,0.007496,0.007496,0,,,0.007496,0.007496,0.007496,,,,,1,1,86,86,133.40448,0,0,0,Normal,Normal
1709912,1526963834,e,udp,192.168.100.147,35483,192.168.217.2,53,2,172,INT,1526963837,8821,2.500092,0,0,,,0,0,0,,,,,2,0,172,0,0.399985,0.399985,0,0,Normal,Normal
1756894,1526980681,e,udp,192.168.100.7,52988,192.168.159.152,53,2,176,INT,1526980686,19852,5.047596,0,0,,,0,0,0,,,,,2,0,176,0,0.198114,0.198114,0,0,Normal,Normal
16041304,1528085146,e,udp,192.168.100.150,50832,192.168.100.3,80,10,600,INT,1528085157,29693,10.814182,4.808285,0.012288,,,9.61657,4.796091,4.820479,,,,,10,0,600,0,0.83224,0.83224,0,1,DoS,UDP
48284980,1528097138,e s,tcp,192.168.100.150,34416,192.168.100.6,80,4,616,REQ,1528097190,77494,52.294167,0,0,,,0,0,0,,,,,4,0,616,0,0.057368,0.057368,0,1,DDoS,TCP
1501616,1526876831,e,udp,192.168.100.7,47226,192.168.159.152,53,2,176,INT,1526876836,35795,5.0478,0,0,,,0,0,0,,,,,2,0,176,0,0.198106,0.198106,0,0,Normal,Normal
71072330,1528101470,e,udp,192.168.100.149,782,192.168.100.7,80,8,480,INT,1528101516,61375,45.906044,0.7087,1.735952,,,4.960897,0,4.960897,,,,,8,0,480,0,0.152485,0.152485,0,1,DDoS,UDP
27779541,1528086533,e,udp,192.168.100.148,49142,192.168.100.5,80,8,480,INT,1528086565,12311,32.725929,2.289021,1.939869,,,11.445105,0,4.746076,,,,,8,0,480,0,0.213898,0.213898,0,1,DoS,UDP
26050464,1528086307,e,udp,192.168.100.148,44607,192.168.100.5,80,8,480,INT,1528086341,118382,33.84631,1.790994,2.205729,,,8.954969,0,4.844073,,,,,8,0,480,0,0.206817,0.206817,0,1,DoS,UDP
8987534,1528082773,e,tcp,192.168.100.147,2767,192.168.100.3,80,3,274,RST,1528082773,257877,0.16492,0.16492,0,,,0.16492,0.16492,0.16492,,,,,2,1,214,60,12.127091,6.063546,0,1,DoS,TCP
16530632,1528085191,e,udp,192.168.100.147,42812,192.168.100.7,80,1,60,INT,1528085191,256857,0,0,0,,,0,0,0,,,,,1,0,60,0,0,0,0,1,DoS,UDP
1740477,1526980522,e,tcp,192.168.100.148,60367,192.168.100.3,646,2,120,RST,1526980522,3412,6.10E-05,6.10E-05,0,,,6.10E-05,6.10E-05,6.10E-05,,,,,1,1,60,60,16393.44336,0,0,1,Reconnaissance,OS_Fingerprint
1501307,1526876702,e,udp,192.168.100.7,50564,192.168.159.152,53,2,176,INT,1526876707,35457,5.039268,0,0,,,0,0,0,,,,,2,0,176,0,0.198442,0.198442,0,0,Normal,Normal
17345662,1528085312,e,udp,192.168.100.150,388,192.168.100.3,80,21,1260,INT,1528085336,23230,23.827736,3.848448,1.38445,,,19.242239,1.091787,4.72846,,,,,21,0,1260,0,0.839358,0.839358,0,1,DoS,UDP
13232214,1528083677,e s,tcp,192.168.100.150,61233,192.168.100.7,80,7,1078,REQ,1528083716,45821,39.277088,0,0,,,0,0,0,,,,,7,0,1078,0,0.152761,0.152761,0,1,DoS,TCP
39474849,1528096209,e s,tcp,192.168.100.149,2611,192.168.100.3,80,2,308,REQ,1528096218,161678,8.649244,0,0,,,0,0,0,,,,,2,0,308,0,0.115617,0.115617,0,1,DDoS,TCP
72347681,1528101687,e,udp,192.168.100.149,38557,192.168.100.7,80,6,360,INT,1528101723,25905,35.848297,0,0,,,0,0,0,,,,,6,0,360,0,0.139477,0.139477,0,1,DDoS,UDP
12128877,1528083414,e g,tcp,192.168.100.148,20710,192.168.100.3,80,6,548,RST,1528083441,253286,27.027212,0.164975,0.001566,,,0.329951,0.16341,0.166541,,,,,4,2,428,120,0.184999,0.110999,0.037,1,DoS,TCP
28072332,1528086567,e,udp,192.168.100.150,38096,192.168.100.6,80,5,300,INT,1528086594,42939,26.971186,1.211581,2.098521,,,4.846326,0,4.846326,,,,,5,0,300,0,0.148306,0.148306,0,1,DoS,UDP
20021487,1528085617,e,udp,192.168.100.147,61952,192.168.100.6,80,5,300,INT,1528085636,77699,18.930815,3.142069,2.221781,,,9.426207,0,4.717568,,,,,5,0,300,0,0.211296,0.211296,0,1,DoS,UDP
1554853,1526878002,e,udp,192.168.100.7,39662,192.168.159.152,53,2,176,INT,1526878007,36104,5.047929,0,0,,,0,0,0,,,,,2,0,176,0,0.198101,0.198101,0,0,Normal,Normal
1112709,1526955511,e,arp,192.168.100.4,,192.168.100.1,,4,204,CON,1526955543,5309,32.256248,0.000234,1.60E-05,,,0.000469,0.000218,0.000251,,,,,2,2,84,120,0.093005,0.031002,0.031002,0,Normal,Normal
32740062,1528087146,e *,tcp,192.168.100.3,80,192.168.100.55,8080,6288,6129683,CON,1528087186,741,40.055698,4.440634,1.561281,,,39.96571,0.024672,4.99636,,,,,3144,3144,2966891,3162792,156.956451,78.465736,78.465736,0,Normal,Normal
42231636,1528096509,e s,tcp,192.168.100.147,13454,192.168.100.5,80,7,1078,REQ,1528096544,37603,35.472492,1.569391,1.923104,,,7.846956,0,4.021546,,,,,7,0,1078,0,0.169145,0.169145,0,1,DDoS,TCP
17914813,1528085378,e,udp,192.168.100.150,28324,192.168.100.3,80,21,1260,INT,1528085401,68056,22.795206,3.64234,1.826352,,,18.2117,0,4.810174,,,,,21,0,1260,0,0.877377,0.877377,0,1,DoS,UDP
12399912,1528083498,e *,tcp,192.168.100.55,8080,192.168.100.3,80,9346,9106636,CON,1528083557,1,59.534473,4.942274,0.159441,,,59.307281,4.413956,4.999282,,,,,4673,4673,4699566,4407070,156.96788,78.47554,78.47554,0,Normal,Normal
9607010,1528082927,e s,tcp,192.168.100.150,43093,192.168.100.6,80,5,582,RST,1528082965,90863,38.760422,0.029934,0.021435,,,0.089803,0,0.049041,,,,,3,2,462,120,0.103198,0.051653,0.025832,1,DoS,TCP
58111746,1528099574,e,udp,192.168.100.150,63881,192.168.100.3,80,7,420,INT,1528099590,36790,15.424289,2.952044,1.088336,,,8.856133,2.167518,4.491087,,,,,7,0,420,0,0.388997,0.388997,0,1,DDoS,UDP
53849057,1528097985,e s,tcp,192.168.100.149,22716,192.168.100.7,80,3,462,REQ,1528097998,230829,13.213811,2.2753,2.2753,,,4.550599,0,4.550599,,,,,3,0,462,0,0.151357,0.151357,0,1,DDoS,TCP
27555457,1528086499,e,udp,192.168.100.147,61590,192.168.100.3,80,7,420,INT,1528086517,50391,18.269604,3.999137,0.305253,,,11.997412,3.579845,4.297749,,,,,7,0,420,0,0.328414,0.328414,0,1,DoS,UDP
45914813,1528096872,e s,tcp,192.168.100.148,50977,192.168.100.5,80,2,308,REQ,1528096876,50537,3.760313,3.760313,0,,,3.760313,3.760313,3.760313,,,,,2,0,308,0,0.265935,0.265935,0,1,DDoS,TCP
38388554,1528096099,e s,tcp,192.168.100.149,4166,192.168.100.3,80,2,308,REQ,1528096103,124018,4.537274,4.537274,0,,,4.537274,4.537274,4.537274,,,,,2,0,308,0,0.220397,0.220397,0,1,DDoS,TCP
67468721,1528100550,e,udp,192.168.100.149,10598,192.168.100.5,80,2,120,INT,1528100556,218106,6.118281,0,0,,,0,0,0,,,,,2,0,120,0,0.163445,0.163445,0,1,DDoS,UDP
22480328,1528085887,e,udp,192.168.100.148,11069,192.168.100.7,80,7,420,INT,1528085923,177051,36.006298,1.807071,2.215045,,,9.035354,0,4.660566,,,,,7,0,420,0,0.166638,0.166638,0,1,DoS,UDP
25438742,1528086243,e,udp,192.168.100.148,7955,192.168.100.5,80,6,360,INT,1528086278,251661,34.747742,1.666836,1.668384,,,6.667342,0,3.435317,,,,,6,0,360,0,0.143894,0.143894,0,1,DoS,UDP
143026,1526879103,e,tcp,192.168.100.3,58028,13.211.17.145,8883,1404,511207,CON,1526880553,8,1449.539673,3.425524,1.912333,,,955.721313,0.006252,4.999943,,,,,702,702,464875,46332,0.967893,0.483602,0.483602,0,Normal,Normal
1483501,1526876270,e,udp,192.168.100.7,46918,192.168.159.152,53,2,176,INT,1526876275,17434,5.045505,0,0,,,0,0,0,,,,,2,0,176,0,0.198196,0.198196,0,0,Normal,Normal
39838509,1528096260,e,tcp,192.168.100.6,80,192.168.100.3,80,160,47360,CON,1528096288,1024,28.182884,4.411884,1.016029,,,26.471302,2.149328,4.995613,,,,,160,0,47360,0,5.641722,5.641722,0,0,Normal,Normal
1466105,1526875870,e,udp,192.168.100.7,138,192.168.100.255,138,10,2715,INT,1526878782,16,2912.093994,0.000161,6.40E-05,,,0.000806,9.30E-05,0.000279,,,,,10,0,2715,0,0.003091,0.003091,0,0,Normal,Normal
17123547,1528085272,e,udp,192.168.100.150,29640,192.168.100.3,80,17,1020,INT,1528085311,63278,38.463215,3.288544,0.794778,,,19.731266,2.198623,4.625237,,,,,17,0,1020,0,0.415982,0.415982,0,1,DoS,UDP
58474847,1528099591,e,udp,192.168.100.150,42794,192.168.100.3,80,7,420,INT,1528099604,137728,13.100595,2.906626,2.05531,,,8.719879,0,4.369596,,,,,7,0,420,0,0.457994,0.457994,0,1,DDoS,UDP
63527488,1528099958,e,udp,192.168.100.148,31793,192.168.100.3,80,11,660,INT,1528099975,209340,16.734196,4.567273,0.006953,,,13.701818,4.559191,4.576384,,,,,11,0,660,0,0.597579,0.597579,0,1,DDoS,UDP
70436067,1528101343,e,udp,192.168.100.150,45078,192.168.100.7,80,2,120,INT,1528101348,211605,4.967803,4.967803,0,,,4.967803,4.967803,4.967803,,,,,2,0,120,0,0.201296,0.201296,0,1,DDoS,UDP
71809151,1528101599,e,udp,192.168.100.147,42802,192.168.100.7,80,5,300,INT,1528101609,11702,10.218788,3.723805,0.902694,,,7.447611,2.821112,4.626499,,,,,5,0,300,0,0.391436,0.391436,0,1,DDoS,UDP
61414060,1528099803,e,udp,192.168.100.149,45578,192.168.100.3,80,10,600,INT,1528099823,193186,19.772779,2.758258,1.683188,,,11.033032,0,4.497675,,,,,10,0,600,0,0.455171,0.455171,0,1,DDoS,UDP
62676161,1528099899,e,udp,192.168.100.148,22884,192.168.100.3,80,10,600,INT,1528099913,144490,13.530593,3.501839,1.412812,,,10.505516,1.503967,4.52181,,,,,10,0,600,0,0.665159,0.665159,0,1,DDoS,UDP
53945728,1528098002,e s,tcp,192.168.100.147,7411,192.168.100.7,80,5,770,REQ,1528098021,65338,18.901476,2.40553,1.767074,,,7.21659,0,4.194721,,,,,5,0,770,0,0.211624,0.211624,0,1,DDoS,TCP
1788246,1526981438,e,udp,192.168.100.7,38577,192.168.159.152,53,2,176,INT,1526981443,51577,5.047908,0,0,,,0,0,0,,,,,2,0,176,0,0.198102,0.198102,0,0,Normal,Normal
37316155,1528095983,e s,tcp,192.168.100.150,32739,192.168.100.3,80,4,616,REQ,1528096009,100257,26.490507,1.077352,1.523606,,,3.232057,0,3.232057,,,,,4,0,616,0,0.113248,0.113248,0,1,DDoS,TCP
28318,1526347337,e,arp,192.168.100.4,,192.168.100.1,,2,102,CON,1526347337,4619,0.000232,0.000232,0,,,0.000232,0.000232,0.000232,,,,,1,1,42,60,4310.344727,0,0,0,Normal,Normal
1829327,1529381416,e,udp,fe80::c0c0:aa20:45b9:bdd9,5353,ff02::fb,5353,1,180,INT,1529381416,238,0,0,0,,,0,0,0,,,,,1,0,180,0,0,0,0,0,Normal,Normal
